Time (Sec);S1;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S6;S7;S8;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.1003333333333334;19160.0;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.79690879999997;99.99919999999997;99.79690879999997;99.79690879999997;99.79690879999997;
0.20033333333333347;19160.0;98.60980959999985;98.54391519999984;98.54391519999984;98.54391519999984;98.54391519999984;98.54391519999984;98.54391519999984;98.60980959999985;98.54391519999984;98.54391519999984;98.54391519999984;98.67570399999985;98.54391519999984;98.54391519999984;98.54391519999984;98.54391519999984;98.54391519999984;98.74159839999986;98.54391519999984;98.54391519999984;98.54391519999984;
0.30033333333333356;19160.0;98.60880959999982;98.4770207999998;98.4770207999998;98.4770207999998;98.4770207999998;98.54291519999981;98.4770207999998;98.60880959999982;98.4770207999998;98.4770207999998;98.4770207999998;98.60880959999982;98.4770207999998;98.4770207999998;98.4770207999998;98.4770207999998;98.4770207999998;98.74059839999983;98.54291519999981;98.4770207999998;98.4770207999998;
0.40033333333333365;19160.0;98.60790959999979;98.47602079999977;98.47602079999977;98.47602079999977;98.47602079999977;98.54201519999978;98.47602079999977;98.60790959999979;98.47602079999977;98.47602079999977;98.47602079999977;98.60790959999979;98.47602079999977;98.47602079999977;98.47602079999977;98.47602079999977;98.47602079999977;98.7396983999998;98.54201519999978;98.47602079999977;98.47602079999977;
0.5003333333333337;19160.0;98.60700959999976;98.47512079999974;98.47512079999974;98.47512079999974;98.47512079999974;98.54101519999975;98.47512079999974;98.60700959999976;98.47512079999974;98.47512079999974;98.47512079999974;98.60700959999976;98.47512079999974;98.47512079999974;98.47512079999974;98.47512079999974;98.47512079999974;98.73879839999977;98.54101519999975;98.47512079999974;98.47512079999974;
0.6003333333333338;19160.0;98.60600959999972;98.47422079999971;98.47422079999971;98.47422079999971;98.47422079999971;98.54011519999972;98.47422079999971;98.60600959999972;98.47422079999971;98.47422079999971;98.47422079999971;98.60600959999972;98.47422079999971;98.47422079999971;98.47422079999971;98.47422079999971;98.47422079999971;98.73789839999974;98.54011519999972;98.47422079999971;98.47422079999971;
0.7003333333333339;19160.0;98.6051095999997;98.47332079999968;98.47332079999968;98.47332079999968;98.47332079999968;98.53921519999969;98.47332079999968;98.6051095999997;98.47332079999968;98.47332079999968;98.47332079999968;98.6051095999997;98.47332079999968;98.47332079999968;98.47332079999968;98.47332079999968;98.47332079999968;98.7369983999997;98.53921519999969;98.47332079999968;98.47332079999968;
0.800333333333334;19160.0;98.60420959999966;98.47242079999965;98.47242079999965;98.47242079999965;98.47242079999965;98.53831519999966;98.47242079999965;98.60420959999966;98.47242079999965;98.47242079999965;98.47242079999965;98.60420959999966;98.47242079999965;98.47242079999965;98.47242079999965;98.47242079999965;98.47242079999965;98.73599839999967;98.53831519999966;98.47242079999965;98.47242079999965;
0.9003333333333341;19160.0;98.60330959999963;98.47152079999962;98.47152079999962;98.47152079999962;98.47152079999962;98.53741519999963;98.47152079999962;98.60330959999963;98.47152079999962;98.47152079999962;98.47152079999962;98.60330959999963;98.47152079999962;98.47152079999962;98.47152079999962;98.47152079999962;98.47152079999962;98.73509839999964;98.53741519999963;98.47152079999962;98.47152079999962;
1.0003333333333342;19160.0;98.6024095999996;98.4706207999996;98.4706207999996;98.4706207999996;98.4706207999996;98.5365151999996;98.4706207999996;98.6024095999996;98.4706207999996;98.4706207999996;98.4706207999996;98.6024095999996;98.4706207999996;98.4706207999996;98.4706207999996;98.4706207999996;98.4706207999996;98.73419839999961;98.5365151999996;98.4706207999996;98.4706207999996;
